student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,adr_city,adr_district,adr_postal,hobbies,skills,family,devices
90,Johnny Nguyen,20,Male,80,,West Henrymouth,sherrimanning@gmail.com,30/08/2004 00:00,Python,100,Inactive,4.5,Excellent,288,15/03/2003 05:06,,,,,"water, hot",,,
91,Barry Cooper,19,Female,82,6760178005,Georgeshire,,23/05/2018 00:00,Python,100,Active,2.48,Excellent,283,24/11/1997 00:00,"Apartment 15, North Nicholas district, Tashkent, UZ, 100716",Tashkent,North Nicholas district,100716,,,,
92,Peter Rogers,18,Female,80,,Tonytown,,22/12/1971 21:02,Python,100,Active,4.5,Excellent,260,15/07/1997 00:00,"East Joshuaton 6-kv, dom 44, Tashkent",Tashkent,East Joshuaton 6-kv,,,,,
93,Samantha Garcia,20,Female,80,,Port Jeremyburgh,,,Data Science,89,Pending,5.08,Excellent,195,31/01/2017 00:00,,,,,"doctor, set",,,
94,,21,Female,80,,West Bryanburgh,someone@gmail.com,14/09/2015 00:00,Data Science,110,Pending,3.72,Good,51,29/10/1995 00:00,"3646 Micheal Place, Port Douglas",Port Douglas,,,"fly, me","tech: python=5, excel=1, sql=3 | soft: ago, per","siblings: 2 | income: father=1215, mother=272",type: laptop | brand: HP | year: 2022; type: phone | brand: Xiaomi | year: 2020
95,,19,Male,82,,Leechester,,23/11/2012 00:00,Data Science,100,Pending,4.44,Good,144,21/03/1987 11:08,,,,,"avoid, consumer",,,
96,Joel Cantrell,18,Female,91,6998687229,Duncanshire,john55@cox-horne.org,14/10/1984 00:00,Data Science,110,Inactive,15.5,Average,295,21/02/1971 00:00,"902 Wiggins Mill, East Susan",East Susan,,,"skill, continue","tech: python=1, excel=5, sql=4 | soft: actually, condition","siblings: 3 | income: father=1454, mother=391",type: laptop | brand: HP | year: 2023; type: phone | brand: Apple | year: 2020
97,,19,Female,80,,Port Donald,,17/11/1985 11:43,Python,100,Pending,3.7,Excellent,106,17/10/1973 05:45,UZ 100535 Tashkent South Jasonfurt,Tashkent,,100535,"throw, security",,,
98,Kathy Massey,20,Female,80,9434844684,Eddiefort,kathrynsmith@brown-davis.com,22/04/1978 07:43,Data Science,110,Inactive,3.7,Average,251,04/05/2002 00:00,UZ 100126 Tashkent South Teresafurt,Tashkent,,100126,,,,
99,Christopher Williams,22,Male,80,11363137124,Meganfort,bbaker@gmail.com,,Data Science,110,Active,2,Average,265,07/01/1992 00:00,,,,,"never, agent","tech: python=5, excel=4, sql=3 | soft: necessary, billion","siblings: 2 | income: father=1201, mother=1493",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Xiaomi | year: 2024
100,,18,Female,91,12117688641,West Jacqueline,,,Data Science,114,Pending,3.7,Excellent,145,,UZ 100196 Tashkent West Dawnport,Tashkent,,100196,"Mrs, director","tech: python=4, excel=1, sql=2 | soft: need, relationship","siblings: 4 | income: father=281, mother=791",type: laptop | brand: Dell | year: 2015; type: phone | brand: Xiaomi | year: 2022
101,Sharon Rodriguez,18,Male,93,,Tammytown,,01/05/1990 02:46,Data Science,110,Pending,4.5,Excellent,169,18/11/2009 03:15,"4414 Jessica Mountains Apt. 231, Evansfort",Evansfort,,,"watch, movement","tech: python=4, excel=5, sql=4 | soft: morning, garden","siblings: 3 | income: father=1483, mother=283",type: laptop | brand: HP | year: 2018; type: phone | brand: Samsung | year: 2022
102,Gary Allison,18,Female,80,526390071,Michaelmouth,renee09@jones.org,26/09/1985 10:21,Python,110,Pending,2,Good,261,22/12/2007 20:55,,,,,"always, wife","tech: python=2, excel=3, sql=1 | soft: several, federal","siblings: 5 | income: father=744, mother=1338",type: laptop | brand: Dell | year: 2016; type: phone | brand: Samsung | year: 2020
103,Barbara Goodman,20,Female,90,,West Sergiochester,emilycarson@hotmail.com,,Data Science,100,Pending,0,Excellent,189,30/05/1986 00:00,,,,,"final, son","tech: python=5, excel=5, sql=4 | soft: process, include","siblings: 0 | income: father=1376, mother=1070",type: laptop | brand: Lenovo | year: 2018; type: phone | brand: Samsung | year: 2019
104,Melissa Crane,20,Female,81,4090363015,Colemanland,brownmicheal@taylor.com,20/12/1970 00:00,Python,100,Active,15.5,Good,198,12/04/2004 23:36,UZ 100349 Tashkent New Heather,Tashkent,,100349,"none, child","tech: python=3, excel=3, sql=4 | soft: community, sound","siblings: 1 | income: father=361, mother=403",type: laptop | brand: HP | year: 2016; type: phone | brand: Xiaomi | year: 2023
105,,19,Female,77,,Lake Jerry,davidsavage@yahoo.com,,Python,100,Inactive,2,Average,85,,"West Billy 17-kv, dom 10, Tashkent",Tashkent,West Billy 17-kv,,"plan, why","tech: python=4, excel=3, sql=4 | soft: administration, the","siblings: 3 | income: father=282, mother=598",type: laptop | brand: Dell | year: 2022; type: phone | brand: Samsung | year: 2022
106,Jeanette Harmon,20,Female,81,2956182527,Bowerschester,olsonkathy@gmail.com,,Data Science,82,Active,2,Excellent,235,,"Apartment 32, Port Kyleburgh district, Tashkent, UZ, 100452",Tashkent,Port Kyleburgh district,100452,"on, interesting",,,
107,,20,Female,89,,Port Bonniestad,christinaclark@hotmail.com,17/02/1982 00:00,Data Science,100,Inactive,4.5,Excellent,192,,"New Amber 19-kv, dom 4, Tashkent",Tashkent,New Amber 19-kv,,,,,
108,Jennifer Phelps,21,Female,90,3139920889,Toddstad,bcastro@davis.com,27/03/1997 20:53,Python,100,Inactive,2,Good,183,20/01/1972 22:38,"30197 Mary Fork, South Brittany",South Brittany,,30197,,,,
109,Toni Mcdonald,22,Female,61,3625226895,New Paulton,,02/01/1982 00:00,Data Science,120,Pending,3.7,Excellent,220,18/02/2018 00:00,UZ 100223 Tashkent Port David,Tashkent,,100223,"possible, book",,,
110,,19,Male,80,6612351246,West Justinborough,jenniferyoung@craig-potter.com,16/07/1990 00:00,Data Science,100,Inactive,3.19,Good,210,15/07/1993 00:00,,,,,,,,
111,Justin Bell,21,Male,70,5027077552,Fullerland,,29/06/2011 05:58,Python,100,Inactive,4.5,Good,252,05/07/2021 20:20,,,,,"despite, result","tech: python=3, excel=2, sql=4 | soft: sound, until","siblings: 1 | income: father=1321, mother=825",type: laptop | brand: Dell | year: 2024; type: phone | brand: Xiaomi | year: 2018
112,,20,Female,81,,New Emilytown,floresmegan@hotmail.com,,Data Science,110,Pending,3.56,Good,200,15/06/2020 00:00,,,,,"song, chance","tech: python=4, excel=3, sql=3 | soft: concern, evidence","siblings: 5 | income: father=1473, mother=226",type: laptop | brand: Lenovo | year: 2017; type: phone | brand: Samsung | year: 2022
113,Joseph Burton,21,Unknown,90,,East Saraville,shannon36@york-vargas.com,18/02/1989 05:14,Data Science,103,Pending,5.08,Good,270,15/08/1984 00:00,"Apartment 19, Scotthaven district, Tashkent, UZ, 100170",Tashkent,Scotthaven district,100170,"he, magazine","tech: python=5, excel=4, sql=3 | soft: resource, late","siblings: 3 | income: father=945, mother=632",type: laptop | brand: HP | year: 2022; type: phone | brand: Samsung | year: 2018
114,,22,Unknown,78,5404929940,Hallton,,17/01/1982 06:40,Data Science,102,Inactive,3.72,,289,24/07/2005 00:00,UZ 100075 Tashkent Boothtown,Tashkent,,100075,"degree, two","tech: python=4, excel=3, sql=1 | soft: front, change","siblings: 2 | income: father=1402, mother=1448",type: laptop | brand: Dell | year: 2023; type: phone | brand: Xiaomi | year: 2024
115,Thomas Meyer,20,Female,76,,East Robert,pparker@peters-hall.com,19/06/2004 00:00,Python,110,Pending,0,,148,03/12/1993 04:42,"Apartment 5, Fosterside district, Tashkent, UZ, 100730",Tashkent,Fosterside district,100730,,,,
116,Susan Bowen,20,Female,50,3063198751,Port Traceyton,someone@gmail.com,,Data Science,110,Pending,4.5,Excellent,170,19/04/2018 07:18,"9072 Pratt Summit Suite 990, South Jason",South Jason,,,"send, parent","tech: python=4, excel=4, sql=2 | soft: care, fly","siblings: 3 | income: father=330, mother=788",type: laptop | brand: HP | year: 2022; type: phone | brand: Xiaomi | year: 2024
117,Richard Burton,21,Unknown,90,,Catherineview,david83@leon.com,06/06/1978 00:00,Python,105,Inactive,15.5,Good,172,25/07/2021 00:00,,,,,"although, at","tech: python=4, excel=2, sql=4 | soft: simple, fire","siblings: 1 | income: father=993, mother=869",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Apple | year: 2018
118,Andrew Taylor,19,Unknown,80,8448413465,Marvinmouth,someone@gmail.com,30/06/2010 00:00,Python,110,Pending,15.5,,79,,"392 Christopher Center, Port Lindseyfort",Port Lindseyfort,,,"research, keep","tech: python=5, excel=4, sql=3 | soft: recently, her","siblings: 4 | income: father=1157, mother=606",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Samsung | year: 2022
119,,22,Female,80,16213546546,Port Andrew,sharonbrooks@hotmail.com,18/01/1995 00:00,Python,110,Active,0,Excellent,61,,"Barryborough 13-kv, dom 6, Tashkent",Tashkent,Barryborough 13-kv,,"think, establish","tech: python=2, excel=2, sql=2 | soft: stop, modern","siblings: 2 | income: father=335, mother=1288",type: laptop | brand: Dell | year: 2019; type: phone | brand: Apple | year: 2024
120,Raymond Stewart,18,Unknown,76,,Alexanderhaven,,01/01/2015 19:00,Data Science,100,Active,4.5,Good,73,02/08/1990 00:00,,,,,"loss, own","tech: python=2, excel=1, sql=5 | soft: foot, town","siblings: 5 | income: father=593, mother=527",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Apple | year: 2018
121,Andrew Mcdowell,18,Unknown,80,6519073802,Isaacshire,,05/10/2022 00:00,Data Science,110,Pending,2,,194,16/06/1970 00:00,,,,,"together, sea",,,
122,Glenn Jordan,21,Female,90,2461618310,Jonesbury,someone@gmail.com,05/08/1975 14:03,Data Science,110,Inactive,1.55,,152,11/05/1970 00:00,,,,,"manage, senior","tech: python=1, excel=1, sql=3 | soft: artist, bit","siblings: 4 | income: father=1201, mother=902",type: laptop | brand: HP | year: 2020; type: phone | brand: Samsung | year: 2019
123,Chelsea Thomas,18,Female,71,,New Hayleymouth,someone@gmail.com,16/06/1973 00:00,Data Science,100,Pending,4.5,Good,58,26/02/1979 00:00,"55540 Wilson Islands, West Steventon",West Steventon,,55540,,,,
124,,20,Male,80,,Lake Denisemouth,villatheresa@fisher-jones.com,23/04/1994 00:00,Data Science,100,Pending,2,Average,199,01/11/2024 00:00,"East Andrewshire 1-kv, dom 31, Tashkent",Tashkent,East Andrewshire 1-kv,,,,,
125,,19,Female,90,18445818285,Joneston,,24/06/2004 00:00,Python,110,Active,15.5,Excellent,174,20/02/1977 00:00,UZ 100418 Tashkent West Angelafort,Tashkent,,100418,"worker, rise","tech: python=4, excel=2, sql=4 | soft: debate, chair","siblings: 4 | income: father=668, mother=1032",type: laptop | brand: Lenovo | year: 2023; type: phone | brand: Xiaomi | year: 2019
126,Mark Scott,21,Unknown,79,3599961128,Port Carolyn,,21/05/2008 00:00,Data Science,87,Pending,0,Excellent,299,25/10/1993 10:56,,,,,"bed, agree","tech: python=2, excel=1, sql=1 | soft: town, expect","siblings: 4 | income: father=431, mother=751",type: laptop | brand: HP | year: 2024; type: phone | brand: Xiaomi | year: 2023
127,Lindsey Jacobs,20,Unknown,81,,Bushmouth,,10/07/1993 00:00,Data Science,87,Pending,4.5,Excellent,293,,"Apartment 41, Lake Patriciaborough district, Tashkent, UZ, 100625",Tashkent,Lake Patriciaborough district,100625,"half, tax",,,
128,Michael Gay,20,Male,83,5800476884,East Carlaville,someone@gmail.com,19/02/2017 00:00,Data Science,110,Active,0,,286,03/09/1983 00:00,UZ 100183 Tashkent Padillaborough,Tashkent,,100183,"campaign, create","tech: python=1, excel=2, sql=4 | soft: coach, support","siblings: 3 | income: father=676, mother=844",type: laptop | brand: HP | year: 2022; type: phone | brand: Xiaomi | year: 2023
129,Jeffrey Murphy,19,Female,88,17716853844,North Jessica,,22/03/2004 15:35,Python,110,Pending,3.7,Good,222,01/02/2007 00:00,"1902 William Causeway Apt. 941, South Melissa",South Melissa,,,"visit, Mrs",,,
130,Tamara Nguyen,22,Female,90,,South Nathanberg,claire76@saunders.com,10/10/2001 09:28,Python,63,Inactive,2,,228,,"Apartment 22, Gillside district, Tashkent, UZ, 100582",Tashkent,Gillside district,100582,"international, language",,,
131,Maxwell Dickson,18,Female,100,5665036519,West Ricardo,,14/11/2001 05:57,Python,110,Pending,2,Excellent,205,13/11/1974 00:00,,,,,"have, give",,,
132,,19,Female,80,7958171695,West Jacobmouth,,22/03/1981 00:00,Python,87,Pending,0,Good,290,24/05/1974 00:00,,,,,"vote, poor","tech: python=4, excel=4, sql=2 | soft: far, safe","siblings: 1 | income: father=961, mother=1331",type: laptop | brand: Dell | year: 2016; type: phone | brand: Apple | year: 2021
133,,20,Female,79,2941338991,Whiteburgh,,20/02/1995 00:05,Python,100,Inactive,0,Excellent,142,,UZ 100829 Tashkent Robertton,Tashkent,,100829,,,,
134,,21,Female,77,,Woodmouth,,24/08/1987 07:42,Data Science,110,Pending,2,Good,94,14/04/2010 10:07,"Apartment 50, North Daniel district, Tashkent, UZ, 100874",Tashkent,North Daniel district,100874,"watch, full",,,
135,Victoria Davidson,20,Female,92,4999482352,Jessicatown,someone@gmail.com,05/11/1981 00:00,Data Science,110,Inactive,2,Average,129,15/02/1974 00:00,"Apartment 10, Port Brittney district, Tashkent, UZ, 100582",Tashkent,Port Brittney district,100582,"catch, interesting","tech: python=5, excel=2, sql=2 | soft: environment, understand","siblings: 0 | income: father=1007, mother=1457",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Samsung | year: 2019
136,Thomas Dillon,20,Female,50,2291253095,Zhangbury,,23/10/2022 00:00,Python,77,Inactive,5.08,Excellent,126,22/09/2023 11:14,UZ 100820 Tashkent West John,Tashkent,,100820,"born, quality","tech: python=3, excel=1, sql=3 | soft: positive, shoulder","siblings: 1 | income: father=1346, mother=1186",type: laptop | brand: HP | year: 2017; type: phone | brand: Samsung | year: 2022
137,Dylan Rodriguez,20,Unknown,75,,North Luketown,,21/04/2001 22:30,Data Science,113,Inactive,0,,154,,"Apartment 40, Jonesborough district, Tashkent, UZ, 100895",Tashkent,Jonesborough district,100895,"bed, customer","tech: python=5, excel=1, sql=4 | soft: various, son","siblings: 4 | income: father=1009, mother=1110",type: laptop | brand: Lenovo | year: 2020; type: phone | brand: Apple | year: 2019
138,Brianna Wong,19,Unknown,87,,Sototon,someone@gmail.com,,Python,110,Inactive,2,Excellent,111,03/09/1998 00:00,,,,,"sea, guy","tech: python=4, excel=5, sql=2 | soft: past, during","siblings: 4 | income: father=1344, mother=1336",type: laptop | brand: Dell | year: 2024; type: phone | brand: Samsung | year: 2019
139,,22,Unknown,90,4746413490,Georgestad,kgreen@ortega.com,19/08/2015 00:00,Python,100,Inactive,2,,86,29/03/1975 00:00,UZ 100502 Tashkent West Jennifer,Tashkent,,100502,"every, small","tech: python=3, excel=2, sql=5 | soft: green, there","siblings: 4 | income: father=496, mother=1240",type: laptop | brand: Dell | year: 2017; type: phone | brand: Samsung | year: 2021
140,Ann Young,20,Unknown,90,3056901742,North Leestad,,,Python,100,Active,15.5,Excellent,171,01/02/1984 14:56,"Apartment 50, Kimberlychester district, Tashkent, UZ, 100258",Tashkent,Kimberlychester district,100258,"should, especially",,,
141,Zachary Thornton,20,Unknown,80,4622735066,Stephensonfurt,,03/01/1981 19:15,Data Science,100,Pending,4.5,,218,04/11/1994 00:00,UZ 100077 Tashkent Aguilarmouth,Tashkent,,100077,"order, hour","tech: python=5, excel=4, sql=1 | soft: smile, check","siblings: 1 | income: father=903, mother=373",type: laptop | brand: Lenovo | year: 2017; type: phone | brand: Apple | year: 2023
142,David Graves,20,Female,90,5966273929,South Johnshire,someone@gmail.com,,Data Science,110,Active,15.5,,162,27/10/1982 00:00,"Martinmouth 11-kv, dom 16, Tashkent",Tashkent,Martinmouth 11-kv,,"let, week",,,
143,,20,Female,91,3113824273,Byrdmouth,johnsamy@hotmail.com,11/09/2003 17:40,Python,100,Pending,3.69,Excellent,112,11/04/2022 12:18,"Apartment 39, Tylerland district, Tashkent, UZ, 100293",Tashkent,Tylerland district,100293,,,,
144,,21,Female,63,7075309445,Paulchester,bpatel@gmail.com,04/02/2009 10:55,Data Science,110,Pending,15.5,,298,14/05/1975 09:25,"Lake Matthew 4-kv, dom 24, Tashkent",Tashkent,Lake Matthew 4-kv,,,,,
145,,18,Unknown,90,9482345778,South Thomasfort,walkerlisa@hotmail.com,10/01/2006 00:00,Data Science,69,Active,4.5,Average,203,18/09/2022 00:00,"6231 Patrick Inlet, North Robertfurt",North Robertfurt,,,"pattern, item",,,
146,Theresa Compton,22,Female,90,7035280200,New Andrew,brownkenneth@montes.info,23/08/1985 00:00,Data Science,110,Inactive,15.5,Excellent,146,30/05/1992 00:00,"East Michaelport 23-kv, dom 49, Tashkent",Tashkent,East Michaelport 23-kv,,,,,
147,,18,Male,90,15470674434,Mitchellton,,13/11/2022 00:00,Data Science,100,Inactive,5.08,Good,89,30/04/1973 00:00,"Robertville 11-kv, dom 22, Tashkent",Tashkent,Robertville 11-kv,,"daughter, increase",,,
148,Louis Gillespie,20,Female,90,,Port Marymouth,,20/08/2025 06:01,Python,100,Inactive,3.7,Average,175,16/06/1982 00:00,"Pamelaborough 22-kv, dom 11, Tashkent",Tashkent,Pamelaborough 22-kv,,"point, product","tech: python=4, excel=4, sql=2 | soft: line, dream","siblings: 4 | income: father=1056, mother=1038",type: laptop | brand: Dell | year: 2016; type: phone | brand: Samsung | year: 2021
149,,18,Male,80,2662097518,Shannonhaven,,23/08/2005 00:00,Data Science,110,Active,4.5,,297,05/01/1980 00:00,"Ewingview 29-kv, dom 16, Tashkent",Tashkent,Ewingview 29-kv,,"possible, should","tech: python=1, excel=4, sql=5 | soft: public, soldier","siblings: 5 | income: father=1435, mother=1303",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Apple | year: 2021
150,,19,Unknown,91,3967964477,Jessicaview,someone@gmail.com,,Data Science,69,Inactive,4.5,Excellent,273,10/08/1992 16:01,"Port Beth 17-kv, dom 5, Tashkent",Tashkent,Port Beth 17-kv,,"out, bank",,,
151,Natasha Mayer,20,Male,90,538532569,Millermouth,,11/06/2011 00:00,Data Science,100,Active,5.08,Good,173,07/06/2007 11:04,"579 Alyssa Lake, Port Sarah",Port Sarah,,,"make, main",,,
152,Andrew Ramirez,20,Unknown,90,10755785425,Alicialand,morsetheresa@hotmail.com,25/07/2000 00:00,Data Science,110,Inactive,2,Excellent,163,10/08/1991 03:06,"815 Maxwell Pike Apt. 262, Eddiemouth",Eddiemouth,,,"morning, chair","tech: python=1, excel=2, sql=3 | soft: way, level","siblings: 1 | income: father=367, mother=1052",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Xiaomi | year: 2020
153,,20,Male,90,,Lake Nathanport,,12/05/2015 00:00,Data Science,100,Active,15.5,,128,06/07/1982 04:56,"Frankport 5-kv, dom 9, Tashkent",Tashkent,Frankport 5-kv,,,,,
154,Heather Meyers,21,Female,86,3981249448,East Donaldview,beverly27@martinez.com,23/02/2002 00:00,Data Science,87,Pending,3.7,,175,06/12/2002 00:00,,,,,"represent, statement","tech: python=3, excel=1, sql=3 | soft: right, land","siblings: 2 | income: father=1296, mother=574",type: laptop | brand: HP | year: 2020; type: phone | brand: Apple | year: 2023
